EntryID,LemmaID,Code,SelectedFingers.2.0,Flexion.2.0,FlexionChange.2.0,Spread.2.0,SpreadChange.2.0,ThumbPosition.2.0,ThumbContact.2.0,SignType.2.0,Movement.2.0,RepeatedMovement.2.0,MajorLocation.2.0,MinorLocation.2.0,SecondMinorLocation.2.0,Contact.2.0,NonDominantHandshape.2.0,UlnarRotation.2.0
tree,tree,A_01_002,imrp,FullyOpen,0.0,1.0,0.0,Open,0.0,OneHanded,,1,Neutral,Neutral,,0,,1
night,night,A_01_003,imrp,Flat,0.0,0.0,0.0,Open,0.0,AsymmetricalSameHandshape,Straight,1,Hand,PalmBack,,1,flat_b,0
hamburger,hamburger,A_01_004,imrp,Curved,0.0,0.0,0.0,Open,0.0,SymmetricalOrAlternating,Straight,0,Neutral,Neutral,Neutral,1,c,0
nephew,nephew,A_01_005,im,Flat,0.0,0.0,0.0,Closed,1.0,OneHanded,,1,Head,HeadAway,,0,,1
castle,castle,A_01_008,im,Curved,1.0,1.0,0.0,Closed,0.0,SymmetricalOrAlternating,Straight,1,Neutral,Neutral,Neutral,1,curved_v,0
humble,humble,A_01_009,i,FullyOpen,0.0,,,Closed,0.0,OneHanded,,0,Head,Mouth,,1,,0
cup,cup,A_01_010,imrp,Curved,0.0,0.0,0.0,Open,0.0,AsymmetricalDifferentHandshape,Straight,1,Hand,Palm,,1,B,0
english,english,A_01_011,imrp,Curved,0.0,0.0,0.0,Open,0.0,AsymmetricalSameHandshape,Straight,1,Hand,PalmBack,,1,c,0
eyeglasses,eyeglasses,A_01_012,i,Bent,0.0,,,Open,0.0,SymmetricalOrAlternating,Straight,1,Head,Eye,,1,bent_l,0
tie,tie,A_01_013,im,Flat,0.0,0.0,0.0,Closed,0.0,OneHanded,Curved,0,Body,Clavicle,TorsoMid,1,,0
dentist,dentist,A_01_014,imrp,FullyClosed,0.0,,0.0,Closed,1.0,OneHanded,Straight,1,Head,Mouth,,1,,0
sandwich,sandwich,A_01_015,imrp,Flat,0.0,0.0,0.0,Open,0.0,AsymmetricalDifferentHandshape,Straight,1,Head,HeadAway,HeadAway,0,B,0
monkey,monkey,A_01_016,imrp,Curved,1.0,1.0,0.0,Open,0.0,SymmetricalOrAlternating,,1,Body,Waist,,1,curved_5,0
chair,chair,A_01_017,im,FullyOpen,0.0,0.0,0.0,Closed,0.0,DominanceViolation,Straight,1,Hand,FingerBack,,1,DominanceConditionViolation,0
candy_1,candy_1,A_01_018,i,FullyOpen,0.0,,,Closed,0.0,OneHanded,,1,Head,CheekNose,,1,,1
wander,wander,A_01_019,i,FullyOpen,0.0,,,Closed,0.0,OneHanded,Z-shaped,0,Neutral,Neutral,Neutral,0,,0
scientist,scientist,A_01_020,t,,,,,Open,,SymmetricalOrAlternating,Circular,1,Neutral,Neutral,Neutral,0,a,0
parachute,parachute,A_01_021,imrp,FullyClosed,1.0,,1.0,Closed,1.0,SymmetryViolation,Straight,0,Hand,FingerTip,,0,1,0
read,read,A_01_022,im,FullyOpen,0.0,1.0,0.0,Closed,0.0,AsymmetricalDifferentHandshape,Straight,1,Hand,HandAway,HandAway,0,B,0
cat,cat,A_01_023,i,Curved,0.0,,,Open,1.0,OneHanded,Straight,1,Head,CheekNose,HeadAway,1,,0
room,room,A_01_024,imrp,FullyOpen,0.0,0.0,0.0,Open,0.0,SymmetricalOrAlternating,Straight,0,Neutral,Neutral,,0,open_b,0
island,island,A_01_025,p,FullyOpen,0.0,,,Closed,0.0,AsymmetricalDifferentHandshape,Circular,1,Hand,PalmBack,PalmBack,1,B,0
paper,paper,A_01_026,imrp,FullyOpen,0.0,1.0,0.0,Open,0.0,AsymmetricalSameHandshape,Curved,1,Hand,Palm,HandAway,1,5,0
book,book,A_01_027,imrp,FullyOpen,0.0,0.0,0.0,Open,0.0,SymmetricalOrAlternating,Curved,1,Neutral,Neutral,Neutral,1,open_b,1
shirt,shirt,A_01_028,i,Curved,0.0,,,Open,1.0,OneHanded,Straight,1,Body,TorsoTop,,1,,0
horse,horse,A_01_029,im,FullyOpen,1.0,0.0,0.0,Open,0.0,OneHanded,,1,Head,Forehead,,1,,0
rock,rock,A_01_030,imrp,FullyClosed,0.0,,0.0,Open,0.0,AsymmetricalSameHandshape,Straight,1,Hand,PalmBack,,1,a,0
dinosaur,dinosaur,A_01_031,imrp,Curved,0.0,0.0,0.0,Open,1.0,OneHanded,Straight,1,Neutral,Neutral,Neutral,0,,0
coffee,coffee,A_01_032,imrp,FullyClosed,0.0,,0.0,Closed,1.0,AsymmetricalSameHandshape,Circular,1,Hand,FingerRadial,FingerRadial,1,s,0
cow,cow,A_01_033,p,FullyOpen,0.0,,,Open,0.0,OneHanded,,1,Head,Forehead,,1,,1
butter,butter,A_01_034,im,Flat,1.0,0.0,0.0,Open,0.0,AsymmetricalDifferentHandshape,Straight,1,Hand,Palm,HandAway,1,B,0
trash,trash,A_01_035,i,FullyOpen,0.0,,,Closed,0.0,OneHanded,Curved,0,Arm,ForearmUlnar,ElbowBack,1,,1
moon,moon,A_01_036,i,Curved,0.0,,,Open,0.0,OneHanded,Curved,0,Head,Eye,HeadAway,1,,0
shorts,shorts,A_01_037,imrp,FullyOpen,0.0,0.0,0.0,Open,0.0,SymmetricalOrAlternating,Curved,1,Body,Other,BodyAway,0,open_b,1
scissors,scissors,A_01_038,im,FullyOpen,0.0,1.0,1.0,Closed,0.0,OneHanded,,1,Neutral,Neutral,,0,,0
soup,soup,A_01_039,im,Curved,0.0,0.0,0.0,Closed,0.0,AsymmetricalDifferentHandshape,Curved,1,Hand,Palm,HandAway,1,B,0
bird,bird,A_01_041,i,Flat,1.0,,,Open,1.0,OneHanded,,1,Head,Mouth,,1,,0
spaghetti,spaghetti,A_01_042,p,FullyOpen,0.0,,,Closed,0.0,SymmetricalOrAlternating,Circular,1,Neutral,Neutral,Neutral,0,i,0
snake,snake,A_01_043,im,Bent,0.0,1.0,0.0,Closed,0.0,OneHanded,Z-shaped,0,Head,Mouth,HeadAway,0,,0
bowtie,bowtie,A_01_044,im,FullyClosed,1.0,,0.0,Closed,1.0,SymmetricalOrAlternating,,0,Body,TorsoTop,,1,s,0
camping,camping,A_01_045,ip,FullyOpen,1.0,,,Closed,0.0,SymmetricalOrAlternating,Curved,1,Neutral,Neutral,Neutral,1,horns,0
skirt,skirt,A_01_046,imrp,FullyOpen,0.0,1.0,0.0,Open,0.0,SymmetricalOrAlternating,Curved,0,Body,Hips,BodyAway,0,5,0
stars,stars,A_01_047,i,FullyOpen,0.0,,,Closed,0.0,SymmetricalOrAlternating,Straight,1,Neutral,Neutral,Neutral,1,1,0
surf,surf,A_01_048,im,Bent,0.0,0.0,0.0,Closed,0.0,AsymmetricalDifferentHandshape,Straight,1,Hand,FingerBack,,1,1,0
wolf,wolf,A_01_049,imrp,Flat,1.0,1.0,0.0,Open,1.0,OneHanded,Curved,0,Head,HeadAway,HeadAway,1,,0
tiger,tiger,A_01_050,imrp,FullyOpen,1.0,1.0,0.0,Open,0.0,SymmetricalOrAlternating,Straight,1,Head,CheekNose,HeadAway,0,5,0
milk,milk,A_01_051,imrp,FullyClosed,1.0,,0.0,Open,1.0,OneHanded,,1,Neutral,Neutral,,0,,0
policeman,policeman,A_01_052,i,Curved,0.0,,,Open,0.0,OneHanded,Straight,1,Body,Clavicle,,1,,0
tennis,tennis,A_01_053,i,Bent,0.0,,,Open,1.0,OneHanded,BackAndForth,0,Neutral,Neutral,Neutral,0,,1
computer,computer,A_01_054,m,Flat,0.0,,,Open,0.0,SymmetricalOrAlternating,Circular,1,Neutral,Neutral,Neutral,0,open_8,0
mountain,mountain,A_01_055,t,,,,,Open,,AsymmetricalSameHandshape,Straight,0,Hand,PalmBack,,1,a,0
dog,dog,A_01_056,mrp,Curved,,0.0,,Open,1.0,OneHanded,,1,Neutral,Neutral,,0,,0
snow,snow,A_01_057,imrp,Flat,1.0,1.0,1.0,Open,1.0,OneHanded,Straight,0,Body,TorsoTop,BodyAway,1,,0
pants,pants,A_01_058,imrp,FullyOpen,0.0,0.0,0.0,Open,0.0,SymmetricalOrAlternating,Z-shaped,0,Body,BodyAway,BodyAway,0,open_b,0
dormitory,dormitory,A_01_059,m,Curved,0.0,,,Open,1.0,OneHanded,Curved,0,Head,Chin,Other,1,,0
bake_1,bake_1,A_01_060,imrp,FullyOpen,0.0,0.0,0.0,Closed,0.0,AsymmetricalSameHandshape,Straight,1,Hand,HandAway,HandAway,0,closed_b,0
waiter,waiter,A_01_061,imrp,FullyOpen,0.0,0.0,0.0,Open,0.0,SymmetricalOrAlternating,Straight,1,Neutral,Neutral,Neutral,0,open_b,0
street,street,A_01_062,imrp,FullyOpen,0.0,0.0,0.0,Open,0.0,SymmetricalOrAlternating,Straight,0,Neutral,Neutral,Neutral,0,open_b,0
office,office,A_01_063,imrp,Curved,0.0,0.0,0.0,Open,1.0,SymmetricalOrAlternating,Straight,0,Neutral,Neutral,,0,o,0
bag,bag,A_01_064,imrp,FullyClosed,0.0,,,Closed,1.0,OneHanded,Straight,1,Neutral,Neutral,Neutral,0,,0
shrimp,shrimp,A_01_065,i,FullyOpen,1.0,,,Closed,0.0,OneHanded,Straight,1,Neutral,Neutral,Neutral,0,,0
diamond,diamond,A_01_066,m,Curved,0.0,,,Open,1.0,AsymmetricalDifferentHandshape,Straight,0,Hand,FingerBack,HandAway,1,B,1
language,language,A_01_067,i,FullyOpen,0.0,,,Open,0.0,SymmetricalOrAlternating,Straight,1,Neutral,Neutral,Neutral,1,l,1
strawberry,strawberry,A_01_068,i,Curved,0.0,,,Open,1.0,OneHanded,Straight,1,Head,Mouth,HeadAway,1,,0
lemon,lemon,A_01_069,i,FullyOpen,1.0,,,Open,0.0,OneHanded,,1,Head,Chin,,1,,0
peach,peach,A_01_070,imrp,Flat,1.0,1.0,0.0,Open,1.0,OneHanded,,1,Head,CheekNose,HeadAway,1,,0
brush,brush,A_01_072,i,Bent,0.0,,,Open,1.0,OneHanded,Straight,1,Head,HeadAway,HeadAway,0,,0
month,month,A_01_073,i,FullyOpen,0.0,,,Closed,0.0,AsymmetricalSameHandshape,Straight,0,Hand,FingerBack,PalmBack,1,1,0
pie,pie,A_01_074,imrp,FullyOpen,0.0,0.0,0.0,Open,0.0,AsymmetricalDifferentHandshape,Other,0,Hand,Palm,Palm,1,B,0
radio,radio,A_01_075,imrp,Curved,0.0,1.0,0.0,Open,0.0,OneHanded,,1,Head,HeadAway,,0,,1
death,death,A_01_076,imrp,FullyOpen,0.0,0.0,0.0,Open,0.0,SymmetricalOrAlternating,Curved,0,Neutral,Neutral,Neutral,0,open_b,1
cloud_1,cloud,A_01_077,imrp,Bent,0.0,1.0,0.0,Open,0.0,SymmetricalOrAlternating,Circular,1,Head,HeadAway,HeadAway,0,spread_open_e,0
asia,asia,A_01_078,imrp,FullyClosed,1.0,,1.0,Open,0.0,OneHanded,Circular,0,Neutral,Neutral,Neutral,0,,0
devil,devil,A_01_079,im,FullyOpen,1.0,1.0,0.0,Open,0.0,OneHanded,,1,Head,Forehead,,1,,0
music,music,A_01_080,imrp,FullyOpen,0.0,0.0,0.0,Open,0.0,OneHanded,Curved,1,Arm,ArmAway,ArmAway,0,,0
pride,pride,A_01_081,t,,,,,Open,,OneHanded,Straight,0,Body,TorsoBottom,TorsoTop,1,,0
drawer,drawer,A_01_082,imrp,Curved,1.0,1.0,1.0,Open,1.0,SymmetricalOrAlternating,Straight,1,Neutral,Neutral,Neutral,0,curved_5,0
lettuce,lettuce,A_01_083,imrp,Bent,0.0,1.0,0.0,Open,0.0,OneHanded,Straight,1,Head,HeadTop,,1,,0
soap,soap,A_01_084,imrp,FullyOpen,1.0,0.0,0.0,Open,0.0,AsymmetricalDifferentHandshape,,1,Hand,Heel,HandAway,1,B,0
frenchfries,frenchfries,A_01_085,i,Curved,,,,Open,1.0,OneHanded,Curved,0,Neutral,Neutral,Neutral,0,,0
deodorant,deodorant,A_01_086,imrp,FullyClosed,0.0,,0.0,Closed,1.0,OneHanded,Curved,1,Body,Other,Other,0,,0
plunger,plunger,A_01_087,imrp,FullyClosed,0.0,,0.0,Closed,1.0,SymmetricalOrAlternating,Straight,1,Neutral,Neutral,Neutral,1,s,0
shovel,shovel,A_01_088,imrp,FullyClosed,0.0,,0.0,Closed,1.0,SymmetricalOrAlternating,Curved,1,Neutral,Neutral,Neutral,0,s,0
razor,razor,A_01_089,i,Bent,0.0,,,Closed,0.0,OneHanded,Straight,1,Head,CheekNose,Chin,1,,0
prison,prison,A_01_090,imrp,FullyOpen,0.0,1.0,0.0,Closed,0.0,SymmetricalOrAlternating,Straight,1,Neutral,Neutral,Neutral,1,4,0
shower,shower,A_02_001,imrp,FullyClosed,1.0,,1.0,Closed,1.0,OneHanded,,1,Head,HeadAway,HeadAway,0,,0
diaper,diaper,A_02_002,im,FullyOpen,1.0,0.0,0.0,Open,1.0,SymmetricalOrAlternating,,1,Body,Hips,,1,h,0
bowling,bowling,A_02_003,imrp,Curved,0.0,1.0,0.0,Open,0.0,OneHanded,Curved,1,Neutral,Neutral,Neutral,0,,0
sandals,sandals,A_02_004,i,Bent,0.0,,,Closed,0.0,AsymmetricalDifferentHandshape,Straight,1,Hand,Other,,1,5,0
electrician,electrician,A_02_005,i,Bent,0.0,,,Closed,0.0,SymmetricalOrAlternating,Straight,1,Neutral,Neutral,,1,bent_1,0
volleyball,volleyball,A_02_006,m,Curved,1.0,,,Open,1.0,SymmetricalOrAlternating,Straight,1,Neutral,Neutral,Neutral,0,1,0
surgeon,surgeon,A_02_007,t,,,,,Open,,AsymmetricalDifferentHandshape,Straight,0,Hand,FingerFront,Palm,1,B,0
cheat_1,cheat_1,A_02_008,im,FullyOpen,0.0,1.0,0.0,Open,0.0,AsymmetricalDifferentHandshape,Straight,1,Hand,FingerRadial,FingerRadial,1,B,0
turtle,turtle,A_02_009,t,,1.0,,,Open,,AsymmetricalDifferentHandshape,,1,Hand,Palm,,1,C,0
sheep,sheep,A_02_010,im,FullyOpen,0.0,1.0,1.0,Closed,0.0,OneHanded,Curved,1,Arm,ForearmBack,ArmAway,1,,0
student,student,A_02_012,imrp,Flat,1.0,1.0,1.0,Open,1.0,AsymmetricalDifferentHandshape,,0,Hand,Palm,,1,B,0
icecream,icecream,A_02_013,imrp,FullyClosed,0.0,,0.0,Closed,1.0,OneHanded,Curved,1,Head,HeadAway,HeadAway,0,,0
cereal,cereal,A_02_014,i,Bent,0.0,,,Closed,0.0,OneHanded,Straight,1,Head,Chin,Chin,1,,0
biology,biology,A_02_015,imrp,FullyOpen,0.0,0.0,0.0,Closed,0.0,SymmetricalOrAlternating,Circular,1,Neutral,Neutral,Neutral,0,closed_b,0
kitchen,kitchen,A_02_016,im,Stacked,0.0,,0.0,Open,1.0,AsymmetricalDifferentHandshape,Curved,0,Hand,Palm,Palm,1,B,1
golf,golf,A_02_017,i,Bent,0.0,,,Open,1.0,SymmetryViolation,Curved,0,Neutral,Neutral,Neutral,0,SymmetryViolation,1
swing,swing,A_02_018,imrp,FullyOpen,0.0,0.0,0.0,Open,0.0,OneHanded,Curved,1,Neutral,Neutral,Neutral,0,,1
pillow,pillow,A_02_019,imrp,FullyOpen,0.0,0.0,0.0,Open,0.0,SymmetricalOrAlternating,,0,Head,Other,,1,open_b,0
orange,orange,A_02_020,imrp,Curved,1.0,0.0,0.0,Open,1.0,OneHanded,,1,Head,Mouth,,1,,0
cheese,cheese,A_02_021,imrp,FullyOpen,0.0,1.0,0.0,Open,0.0,AsymmetricalSameHandshape,,1,Hand,Heel,,1,5,1
umbrella,umbrella,A_02_022,imrp,FullyClosed,0.0,,0.0,Closed,1.0,AsymmetricalSameHandshape,Straight,1,Hand,FingerRadial,HandAway,1,s,0
goat,goat,A_02_024,im,Bent,0.0,1.0,0.0,Closed,0.0,OneHanded,,0,Head,Chin,,1,,0
curtain,curtain,A_02_025,imrp,FullyOpen,0.0,1.0,0.0,Closed,0.0,SymmetricalOrAlternating,BackAndForth,0,Neutral,Neutral,Neutral,0,4,0
gloves,gloves,A_02_026,imrp,FullyOpen,1.0,1.0,1.0,Open,0.0,SymmetricalOrAlternating,Other,1,Hand,FingerBack,PalmBack,1,5,0
football,football,A_02_027,imrp,FullyOpen,0.0,1.0,0.0,Open,0.0,SymmetricalOrAlternating,Straight,1,Neutral,Neutral,,1,5,0
dumb,dumb,A_02_028,t,,,,,Open,,OneHanded,Straight,0,Head,Forehead,,1,,0
playground,playground,A_02_029,p,FullyOpen,0.0,,,Open,0.0,SymmetricalOrAlternating,,1,Neutral,Neutral,,0,y,1
kite,kite,A_02_030,imrp,FullyOpen,0.0,0.0,0.0,Open,0.0,AsymmetricalDifferentHandshape,Z-shaped,0,Hand,FingerTip,,1,1,0
water,water,A_02_031,p,Curved,0.0,,,Open,1.0,OneHanded,Straight,1,Head,Chin,,1,,0
pig,pig,A_02_032,imrp,FullyOpen,1.0,0.0,0.0,Open,0.0,OneHanded,,1,Head,UnderChin,,1,,0
teacher,teacher,A_02_033,imrp,Curved,1.0,0.0,0.0,Open,1.0,SymmetricalOrAlternating,Straight,0,Head,HeadAway,HeadAway,0,o,0
fishing,fishing,A_02_035,i,Bent,0.0,,,Open,1.0,SymmetryViolation,Straight,1,Neutral,Neutral,Neutral,0,SymmetryViolation,0
history,history,A_02_036,im,FullyOpen,0.0,0.0,0.0,Closed,0.0,OneHanded,Curved,1,Neutral,Neutral,,0,,0
spoon,spoon,A_02_037,im,FullyOpen,0.0,0.0,0.0,Closed,0.0,DominanceViolation,,0,Hand,FingerFront,,1,DominanceConditionViolation,0
toilet,bathroom,A_02_038,i,Bent,0.0,,,Open,1.0,OneHanded,Straight,1,Neutral,Neutral,Neutral,0,,0
fireman,fireman,A_02_039,imrp,FullyOpen,0.0,1.0,0.0,Closed,0.0,OneHanded,Straight,1,Head,Forehead,,1,,0
telephone,telephone,A_02_040,p,FullyOpen,0.0,,,Open,0.0,OneHanded,Straight,1,Head,CheekNose,,1,,0
library,library,A_02_041,i,FullyOpen,0.0,,,Open,0.0,OneHanded,Circular,1,Neutral,Neutral,Neutral,0,,0
picture,picture,A_02_042,imrp,Curved,0.0,0.0,0.0,Open,0.0,OneHanded,,0,Head,Eye,,1,,0
microwave,microwave,A_02_043,imrp,FullyClosed,1.0,,1.0,Closed,1.0,SymmetricalOrAlternating,BackAndForth,0,Neutral,Neutral,Neutral,0,s,0
gorilla,gorilla,A_02_044,t,,,,,Open,,SymmetricalOrAlternating,Straight,1,Body,TorsoTop,,1,a,0
hat,hat,A_02_045,imrp,FullyOpen,0.0,0.0,0.0,Open,0.0,OneHanded,Straight,1,Head,HeadTop,,1,,0
whistle,whistle,A_02_046,im,Bent,0.0,1.0,0.0,Closed,0.0,OneHanded,Straight,1,Head,Mouth,,1,,0
tornado,tornado,A_02_047,i,Flat,1.0,,,Open,0.0,SymmetricalOrAlternating,Straight,1,Neutral,Neutral,Neutral,0,g,1
windmill,windmill,A_02_048,im,FullyOpen,0.0,1.0,0.0,Open,0.0,AsymmetricalDifferentHandshape,,1,Hand,FingerTip,,1,1,1
tobacco,tobacco,A_02_049,imrp,Flat,0.0,0.0,0.0,Open,0.0,OneHanded,,1,Head,Chin,,1,,1
lazy,lazy,A_02_050,i,FullyOpen,0.0,,,Open,0.0,OneHanded,Straight,1,Body,Clavicle,,1,,0
bathroom,bathroom,A_02_051,i,Curved,0.0,,,Open,1.0,OneHanded,,1,Neutral,Neutral,,0,,0
tea,tea,A_02_052,i,Curved,0.0,,,Open,1.0,AsymmetricalDifferentHandshape,Circular,1,Hand,FingerRadial,FingerRadial,1,C,0
pencil,pencil,A_02_053,i,Curved,0.0,,,Open,1.0,OneHanded,,0,Head,Mouth,,1,,0
cafeteria,cafeteria,A_02_054,imrp,Curved,0.0,0.0,0.0,Open,0.0,OneHanded,Z-shaped,0,Head,Chin,Chin,1,,0
shoulder,shoulder,A_02_055,imrp,Flat,0.0,0.0,0.0,Open,0.0,OneHanded,Straight,1,Body,Shoulder,,1,,0
hair,hair,A_02_056,i,Flat,0.0,,,Open,1.0,OneHanded,Straight,1,Head,Other,Other,0,,0
bread,bread,A_02_058,imrp,Bent,0.0,0.0,0.0,Open,0.0,AsymmetricalDifferentHandshape,Straight,1,Hand,PalmBack,HandAway,1,B,1
elephant,elephant,A_02_059,imrp,FullyOpen,0.0,0.0,0.0,Open,0.0,OneHanded,Z-shaped,0,Head,CheekNose,HeadAway,1,,0
salad,salad,A_02_061,imrp,Curved,0.0,1.0,0.0,Open,0.0,SymmetricalOrAlternating,Curved,1,Neutral,Neutral,Neutral,0,curved_5,0
necklace,necklace,A_02_072,i,FullyOpen,0.0,,,Closed,0.0,SymmetricalOrAlternating,Curved,0,Body,TorsoTop,Clavicle,1,1,0
perfume,perfume,A_02_073,p,FullyOpen,0.0,,,Open,0.0,OneHanded,Curved,0,Body,Neck,Neck,1,,0
rollerskating,rollerskating,A_02_074,im,Bent,0.0,1.0,0.0,Closed,0.0,SymmetricalOrAlternating,Curved,1,Neutral,Neutral,Neutral,0,bent_v,0
heaven,heaven,A_02_075,imrp,Flat,0.0,1.0,1.0,Open,0.0,SymmetricalOrAlternating,Other,0,Neutral,Neutral,Neutral,0,flatspread_5,0
magazine,magazine,A_02_076,i,Bent,0.0,,,Open,0.0,AsymmetricalDifferentHandshape,Straight,1,Hand,FingerUlnar,FingerUlnar,1,B,0
guitar,guitar,A_02_077,imrp,Bent,0.0,1.0,0.0,Open,0.0,OneHanded,Curved,1,Arm,ArmAway,ArmAway,0,,0
turkey,turkey,A_02_078,i,Flat,0.0,,,Open,0.0,OneHanded,Straight,1,Head,CheekNose,HeadAway,1,,0
paintbrush,paintbrush,A_02_079,im,FullyOpen,1.0,0.0,0.0,Open,0.0,AsymmetricalDifferentHandshape,Straight,1,Hand,Palm,HandAway,0,B,0
popcorn,popcorn,A_02_080,i,Curved,1.0,,,Open,1.0,SymmetricalOrAlternating,Straight,1,Neutral,Neutral,Neutral,0,f,0
africa,africa,A_02_082,imrp,Flat,1.0,0.0,1.0,Open,1.0,OneHanded,Curved,0,Neutral,Neutral,Neutral,0,,1
carrot,carrot,A_02_083,imrp,FullyClosed,0.0,,0.0,Closed,1.0,OneHanded,,1,Head,Mouth,,0,,1
corn_1,corn_1,A_02_084,i,FullyOpen,0.0,,,Closed,0.0,OneHanded,Straight,1,Head,Mouth,Mouth,1,,1
pepper,pepper,A_02_085,i,Curved,0.0,,,Open,1.0,OneHanded,Straight,1,Neutral,Neutral,Neutral,0,,0
balloon,balloon,A_02_086,imrp,FullyClosed,1.0,,1.0,Closed,1.0,SymmetricalOrAlternating,Straight,0,Head,HeadAway,HeadAway,1,s,0
glove,glove,A_02_087,imrp,FullyOpen,0.0,1.0,0.0,Open,0.0,SymmetricalOrAlternating,Other,0,Hand,FingerBack,PalmBack,1,5,0
coconut,coconut,A_02_088,imrp,Curved,0.0,1.0,0.0,Open,0.0,SymmetricalOrAlternating,Straight,1,Head,HeadAway,HeadAway,0,curved_5,0
grapes,grapes,A_02_089,imrp,Curved,0.0,1.0,0.0,Open,0.0,AsymmetricalDifferentHandshape,Z-shaped,0,Hand,PalmBack,FingerBack,1,5,0
mop,mop,A_02_090,i,Bent,0.0,,,Open,1.0,SymmetricalOrAlternating,Straight,1,Neutral,Neutral,Neutral,0,baby_o,0
schedule,calendar,A_03_001,imrp,FullyOpen,0.0,1.0,0.0,Closed,0.0,AsymmetricalDifferentHandshape,X-shaped,0,Hand,Palm,HandAway,1,5,1
banana,banana,A_03_002,imrp,Flat,0.0,0.0,0.0,Open,1.0,AsymmetricalDifferentHandshape,Z-shaped,0,Hand,FingerRadial,FingerFront,1,1,0
homework,homework,A_03_003,imrp,Curved,0.0,0.0,0.0,Open,1.0,OneHanded,Curved,0,Head,Chin,CheekNose,1,,0
soccer,soccer,A_03_004,imrp,FullyOpen,0.0,0.0,0.0,Closed,0.0,AsymmetricalSameHandshape,Curved,1,Hand,FingerUlnar,,1,closed_b,0
verb,verb,A_03_005,im,FullyOpen,0.0,1.0,0.0,Closed,0.0,OneHanded,Straight,1,Head,Mouth,HeadAway,1,,0
insult,insult,A_03_006,i,FullyOpen,0.0,,,Closed,0.0,OneHanded,Curved,0,Neutral,Neutral,Neutral,0,,1
lawyer,lawyer,A_03_007,i,FullyOpen,0.0,,,Open,0.0,AsymmetricalDifferentHandshape,Curved,0,Hand,FingerFront,Palm,1,B,0
desert,desert,A_03_008,i,FullyOpen,1.0,,,Closed,0.0,OneHanded,Straight,0,Head,Chin,HeadAway,1,,0
mouse,mouse,A_03_009,i,FullyOpen,0.0,,,Closed,0.0,OneHanded,Straight,1,Head,CheekNose,HeadAway,1,,0
psychologist,psychologist,A_03_010,imrp,FullyOpen,0.0,0.0,0.0,Open,0.0,AsymmetricalDifferentHandshape,Straight,1,Hand,FingerRadial,,1,B,0
egg,egg,A_03_011,im,FullyOpen,0.0,0.0,0.0,Closed,0.0,SymmetricalOrAlternating,Curved,1,Neutral,Neutral,Neutral,1,h,1
lion,lion,A_03_012,imrp,Bent,0.0,1.0,0.0,Open,0.0,OneHanded,Curved,0,Head,HeadAway,HeadAway,0,,0
scarf,scarf,A_03_013,imrp,Flat,0.0,0.0,0.0,Open,0.0,SymmetryViolation,Other,0,Body,BodyAway,Neck,1,SymmetryViolation,1
engineer,engineer,A_03_014,p,FullyOpen,0.0,,,Open,0.0,DominanceViolation,,1,Hand,FingerTip,,1,DominanceConditionViolation,1
evaluate,evaluate,A_03_015,imrp,Bent,0.0,0.0,0.0,Closed,1.0,SymmetricalOrAlternating,Straight,1,Neutral,Neutral,Neutral,0,e,0
bridesmaid,bridesmaid,A_03_016,imrp,FullyClosed,0.0,,0.0,Closed,1.0,SymmetricalOrAlternating,Straight,1,Neutral,Neutral,,1,s,0
flower,flower,A_03_017,imrp,Flat,0.0,0.0,0.0,Open,1.0,OneHanded,Curved,0,Head,CheekNose,CheekNose,1,,1
witch,witch,A_03_018,i,Bent,0.0,,,Open,0.0,OneHanded,Curved,0,Head,HeadAway,HeadAway,1,,0
napkin,napkin,A_03_019,imrp,FullyOpen,0.0,0.0,0.0,Open,0.0,OneHanded,Circular,1,Head,HeadAway,HeadAway,0,,0
doctor,doctor,A_03_020,imrp,Flat,0.0,0.0,0.0,Open,1.0,OneHanded,Straight,1,Arm,WristFront,,1,,0
neutral,neutral,A_03_021,im,Flat,0.0,0.0,0.0,Closed,1.0,OneHanded,Straight,1,Neutral,Neutral,Neutral,0,,0
garage,garage,A_03_022,im,FullyOpen,0.0,1.0,0.0,Open,0.0,AsymmetricalDifferentHandshape,Straight,1,Hand,HandAway,HandAway,0,B,0
underwear,underwear,A_03_023,i,FullyOpen,1.0,,,Open,1.0,SymmetricalOrAlternating,Straight,1,Body,Hips,BodyAway,1,l,0
bracelet,bracelet,A_03_024,i,Curved,0.0,,,Open,0.0,OneHanded,Straight,1,Arm,WristBack,,1,,0
table,table,A_03_025,imrp,FullyOpen,0.0,0.0,0.0,Open,0.0,OneHanded,Straight,1,Arm,ForearmBack,,1,,0
math,math,A_03_027,imrp,Flat,0.0,0.0,0.0,Closed,1.0,SymmetricalOrAlternating,Straight,1,Neutral,Neutral,Neutral,1,flat_m,0
bra,bra,A_03_028,i,FullyOpen,0.0,,,Open,0.0,SymmetricalOrAlternating,Straight,1,Body,TorsoMid,TorsoMid,1,l,0
piano,piano,A_03_029,imrp,FullyOpen,0.0,1.0,0.0,Open,0.0,SymmetricalOrAlternating,Curved,1,Neutral,Neutral,Neutral,0,5,0
mechanic_1,mechanic,A_03_030,im,FullyOpen,0.0,1.0,0.0,Closed,0.0,AsymmetricalDifferentHandshape,Curved,1,Hand,Other,,1,1,0
