EntryID,LemmaID,Code,SelectedFingers.2.0,Flexion.2.0,FlexionChange.2.0,Spread.2.0,SpreadChange.2.0,ThumbPosition.2.0,ThumbContact.2.0,SignType.2.0,Movement.2.0,RepeatedMovement.2.0,MajorLocation.2.0,MinorLocation.2.0,SecondMinorLocation.2.0,Contact.2.0,NonDominantHandshape.2.0,UlnarRotation.2.0
accomplish,accomplish,C_02_085,i,FullyOpen,0.0,,,Closed,0.0,SymmetricalOrAlternating,Straight,1,Head,HeadAway,HeadAway,0,1,1
caption,caption,C_02_086,i,Curved,0.0,,,Open,1.0,SymmetricalOrAlternating,Straight,1,Neutral,Neutral,Neutral,1,f,0
pineapple,pineapple,C_02_088,i,Curved,0.0,,,Open,0.0,AsymmetricalDifferentHandshape,,1,Hand,Other,,1,S,1
jump,jump,C_02_089,im,FullyOpen,1.0,1.0,0.0,Closed,0.0,AsymmetricalDifferentHandshape,BackAndForth,0,Hand,Palm,HandAway,1,B,0
red,red,C_02_090,i,FullyOpen,1.0,,,Closed,0.0,OneHanded,,1,Head,Mouth,HeadAway,1,,0
earth,earth,C_03_002,m,Curved,0.0,,,Open,0.0,AsymmetricalDifferentHandshape,,1,Hand,PalmBack,,1,B,1
magnet,magnet,C_03_003,m,Flat,1.0,,,Open,1.0,SymmetricalOrAlternating,Straight,0,Neutral,Neutral,Neutral,1,8,0
emperor,emperor,C_03_005,imrp,Bent,0.0,0.0,0.0,Closed,1.0,OneHanded,Curved,0,Body,Clavicle,Hips,1,,0
deep,deep,C_03_006,i,Flat,0.0,,,Closed,0.0,AsymmetricalDifferentHandshape,Straight,0,Hand,Palm,HandAway,1,B,0
fall_2,fall_2,C_03_007,im,FullyOpen,0.0,1.0,0.0,Closed,0.0,OneHanded,Curved,0,Neutral,Neutral,Neutral,0,,1
adult,adult,C_03_008,imrp,Flat,0.0,0.0,0.0,Open,0.0,SymmetricalOrAlternating,Circular,1,Head,HeadAway,HeadAway,0,flat_b,0
indian,indian,C_03_009,t,,,,,Open,,OneHanded,,0,Head,Forehead,,1,,1
problem_1,problem_1,C_03_010,im,Bent,0.0,1.0,0.0,Closed,0.0,SymmetricalOrAlternating,,0,Neutral,Neutral,Neutral,1,bent_v,1
earring,earring,C_03_011,i,Curved,0.0,,,Open,1.0,SymmetricalOrAlternating,,1,Head,Other,,1,f,0
suspect,suspect,C_03_012,i,FullyOpen,1.0,,,Closed,0.0,OneHanded,,1,Head,Forehead,,1,,0
want,want,C_03_013,imrp,FullyOpen,1.0,1.0,0.0,Open,0.0,SymmetricalOrAlternating,Straight,0,Neutral,Neutral,Neutral,0,5,0
bone,bone,C_03_015,im,Bent,0.0,1.0,0.0,Closed,0.0,SymmetricalOrAlternating,Straight,1,Neutral,Neutral,,1,bent_v,0
strange,strange,C_03_018,imrp,Curved,0.0,0.0,0.0,Open,0.0,OneHanded,Curved,0,Head,HeadAway,HeadAway,0,,0
boots,boots,C_03_019,imrp,FullyOpen,0.0,0.0,0.0,Closed,0.0,SymmetricalOrAlternating,Straight,1,Neutral,Neutral,Neutral,1,closed_b,0
squirrel,squirrel,C_03_020,im,Bent,0.0,1.0,0.0,Closed,0.0,DominanceViolation,Straight,1,Hand,FingerTip,,1,DominanceConditionViolation,0
kneel,kneel,C_03_021,im,Bent,0.0,1.0,0.0,Closed,0.0,AsymmetricalDifferentHandshape,Straight,0,Hand,Palm,,1,B,0
pity,pity,C_03_022,m,Flat,0.0,,,Open,0.0,SymmetricalOrAlternating,Straight,1,Neutral,Neutral,Neutral,0,open_8,0
channel,channel,C_03_023,imrp,Curved,0.0,1.0,0.0,Open,0.0,OneHanded,,1,Neutral,Neutral,,0,,1
oral,oral,C_03_024,im,Bent,0.0,1.0,0.0,Closed,0.0,OneHanded,Circular,1,Head,HeadAway,HeadAway,0,,0
box,box,C_03_025,imrp,FullyOpen,0.0,0.0,0.0,Open,0.0,SymmetricalOrAlternating,,0,Neutral,Neutral,,0,open_b,0
dirty,dirty,C_03_026,imrp,FullyOpen,1.0,1.0,0.0,Open,0.0,OneHanded,,1,Head,UnderChin,,1,,0
misunderstand,misunderstand,C_03_027,im,FullyOpen,0.0,1.0,0.0,Closed,0.0,OneHanded,,0,Head,Forehead,Forehead,0,,1
laugh,laugh,C_03_028,i,FullyOpen,1.0,,,Open,0.0,SymmetricalOrAlternating,,1,Head,Mouth,HeadAway,1,l,0
dart,dart,C_03_029,i,Curved,1.0,,,Open,1.0,OneHanded,Straight,0,Neutral,Neutral,Neutral,0,,0
soda,soda,C_03_030,m,Flat,1.0,,,Open,0.0,AsymmetricalDifferentHandshape,BackAndForth,0,Hand,FingerRadial,HandAway,1,S,0
wood,wood,C_03_031,imrp,FullyOpen,0.0,0.0,0.0,Open,0.0,AsymmetricalSameHandshape,Straight,1,Hand,PalmBack,PalmBack,1,open_b,0
jewish,jewish,C_03_032,imrp,Flat,1.0,0.0,0.0,Open,1.0,OneHanded,Straight,1,Head,Chin,HeadAway,1,,0
pain,pain,C_03_033,i,Flat,0.0,,,Closed,0.0,SymmetricalOrAlternating,,1,Neutral,Neutral,,0,flat_1,1
canada,canada,C_03_034,t,,,,,Open,,OneHanded,Straight,1,Body,Clavicle,,1,,0
sports,sports,C_03_035,t,,,,,Open,,SymmetricalOrAlternating,,1,Neutral,Neutral,,0,a,1
order_2,order_2,C_03_036,m,Curved,0.0,,,Open,1.0,OneHanded,BackAndForth,0,Head,Mouth,HeadAway,1,,0
cover_up,cover_up,C_03_038,imrp,FullyOpen,0.0,0.0,0.0,Open,0.0,AsymmetricalSameHandshape,Curved,0,Hand,FingerFront,Palm,1,open_b,0
scan,scan,C_03_039,i,Bent,0.0,,,Closed,0.0,AsymmetricalDifferentHandshape,Straight,1,Hand,HandAway,HandAway,0,B,0
medicine,medicine,C_03_040,m,Flat,0.0,,,Open,0.0,AsymmetricalDifferentHandshape,Straight,1,Hand,Palm,,1,B,0
no,no,C_03_041,im,Flat,,0.0,,Open,1.0,OneHanded,,1,Neutral,Neutral,,0,,0
laptop,laptop,C_03_042,imrp,FullyOpen,0.0,0.0,0.0,Open,0.0,AsymmetricalSameHandshape,Curved,1,Hand,Palm,HandAway,1,open_b,1
arm,arm,C_03_043,imrp,Curved,0.0,0.0,0.0,Open,0.0,OneHanded,Straight,0,Arm,UpperArm,ForearmBack,1,,0
sure,sure,C_03_044,i,FullyOpen,0.0,,,Closed,0.0,OneHanded,Straight,0,Head,Mouth,HeadAway,1,,0
download,download,C_03_046,m,Curved,,,,Open,1.0,SymmetricalOrAlternating,Straight,0,Neutral,Neutral,Neutral,0,1,0
game,game,C_03_047,t,,,,,Open,,SymmetricalOrAlternating,Straight,1,Neutral,Neutral,Neutral,1,a,0
lecture,lecture,C_03_048,imrp,FullyOpen,0.0,0.0,0.0,Open,0.0,OneHanded,Curved,1,Neutral,Neutral,Neutral,0,,0
wrong_2,wrong,C_03_050,p,FullyOpen,0.0,,,Open,0.0,OneHanded,Straight,0,Head,Chin,,1,,0
jealous,jealous,C_03_051,p,Flat,0.0,,,Closed,0.0,OneHanded,Curved,0,Head,Mouth,HeadAway,1,,1
drop,drop,C_03_052,imrp,FullyClosed,1.0,,1.0,Closed,1.0,SymmetricalOrAlternating,Straight,0,Neutral,Neutral,Neutral,0,s,0
think,think,C_03_053,i,Flat,0.0,,,Closed,0.0,OneHanded,Straight,0,Head,Forehead,,1,,0
stomach,stomach,C_03_054,imrp,Flat,0.0,0.0,0.0,Open,0.0,OneHanded,Straight,1,Body,TorsoBottom,,1,,0
earn,earn,C_03_055,imrp,Curved,1.0,1.0,1.0,Open,1.0,AsymmetricalDifferentHandshape,Curved,0,Hand,FingerFront,Palm,1,B,0
go,go,C_03_056,i,FullyOpen,0.0,,,Closed,0.0,SymmetricalOrAlternating,Curved,0,Neutral,Neutral,Neutral,0,1,0
kid,kid,C_03_057,ip,FullyOpen,0.0,,,Closed,0.0,OneHanded,,1,Head,UpperLip,,1,,1
country,country,C_03_058,p,FullyOpen,0.0,,,Open,0.0,OneHanded,Circular,1,Arm,ElbowBack,ElbowBack,1,,0
that,that,C_03_059,p,FullyOpen,0.0,,,Open,0.0,OneHanded,Straight,0,Neutral,Neutral,Neutral,0,,0
candle,candle,C_03_060,imrp,FullyOpen,1.0,1.0,0.0,Open,0.0,AsymmetricalDifferentHandshape,,1,Hand,FingerTip,,1,1,0
voice,voice,C_03_061,im,Flat,1.0,1.0,0.0,Closed,0.0,OneHanded,Curved,1,Body,Neck,BodyAway,1,,0
now,now,C_03_062,p,FullyOpen,0.0,,,Open,0.0,SymmetricalOrAlternating,Straight,0,Neutral,Neutral,Neutral,0,y,0
stamp,stamp,C_03_063,im,FullyOpen,0.0,0.0,0.0,Closed,0.0,DominanceViolation,,0,Head,Mouth,,1,DominanceConditionViolation,0
appear,appear,C_03_064,i,FullyOpen,0.0,,,Closed,0.0,AsymmetricalDifferentHandshape,Straight,0,Hand,HandAway,Other,1,5,0
nurse,nurse,C_03_065,im,FullyOpen,0.0,0.0,0.0,Closed,0.0,OneHanded,Straight,1,Arm,WristFront,,1,,0
sneeze,sneeze,C_03_066,im,FullyClosed,1.0,,1.0,Closed,1.0,OneHanded,Straight,0,Head,UpperLip,HeadAway,1,,0
foreigner_2,foreigner,C_03_067,i,Curved,0.0,,,Open,1.0,OneHanded,Circular,1,Arm,ForearmUlnar,ForearmUlnar,1,,0
power,power,C_03_069,imrp,Curved,0.0,1.0,0.0,Open,0.0,OneHanded,BackAndForth,0,Arm,UpperArm,ArmAway,1,,0
monday,monday,C_03_070,imr,Flat,0.0,0.0,0.0,Closed,1.0,OneHanded,Circular,1,Neutral,Neutral,Neutral,0,,0
thirsty,thirsty,C_03_071,i,Flat,0.0,,,Closed,0.0,OneHanded,Straight,0,Body,Neck,Neck,1,,0
weather,weather,C_03_072,p,Curved,0.0,,,Open,1.0,SymmetricalOrAlternating,Z-shaped,0,Neutral,Neutral,Neutral,0,w,0
girl,girl,C_03_073,t,,,,,Open,,OneHanded,Curved,0,Head,CheekNose,HeadAway,1,,1
come,come,C_03_074,imrp,FullyOpen,1.0,0.0,0.0,Open,0.0,OneHanded,Curved,0,Neutral,Neutral,Neutral,0,,0
shop_1,shop_1,C_03_075,imrp,Flat,0.0,0.0,0.0,Open,1.0,AsymmetricalDifferentHandshape,Z-shaped,0,Hand,Palm,HandAway,1,B,0
secret,secret,C_03_076,t,,,,,Open,,OneHanded,Straight,1,Head,Chin,,1,,0
drunk,drunk,C_03_077,t,,,,,Open,,OneHanded,Curved,0,Head,HeadAway,HeadAway,0,,0
happy,happy,C_03_078,imrp,FullyOpen,0.0,0.0,0.0,Open,0.0,OneHanded,Curved,1,Body,TorsoTop,BodyAway,1,,0
honor,honor,C_03_079,im,FullyOpen,0.0,0.0,0.0,Closed,0.0,SymmetricalOrAlternating,Curved,0,Head,Forehead,HeadAway,0,h,0
future,future,C_03_080,imrp,FullyOpen,0.0,0.0,0.0,Open,0.0,OneHanded,Curved,0,Head,Other,HeadAway,0,,0
throw,throw,C_03_081,im,FullyClosed,1.0,,0.0,Closed,1.0,OneHanded,Curved,0,Neutral,Neutral,Neutral,0,,0
meeting,meeting,C_03_082,imrp,FullyOpen,1.0,1.0,0.0,Open,1.0,SymmetricalOrAlternating,,1,Neutral,Neutral,,1,5,0
scroll_down,scroll_down,C_03_084,i,Bent,0.0,,,Closed,0.0,OneHanded,Straight,0,Neutral,Neutral,Neutral,0,,0
beard,beard,C_03_085,imrp,Curved,0.0,0.0,0.0,Open,0.0,SymmetricalOrAlternating,Curved,0,Head,HeadAway,HeadAway,1,c,0
smoking,smoking,C_03_087,im,FullyOpen,0.0,1.0,0.0,Closed,0.0,OneHanded,BackAndForth,0,Head,Mouth,HeadAway,1,,1
all,all,C_03_088,imrp,FullyOpen,0.0,0.0,0.0,Open,0.0,AsymmetricalSameHandshape,Circular,0,Hand,HandAway,FingerFront,1,open_b,1
school,school,C_03_089,imrp,FullyOpen,0.0,1.0,0.0,Open,0.0,AsymmetricalSameHandshape,Straight,1,Hand,Palm,,1,5,0
prayer,prayer,C_03_090,imrp,FullyOpen,0.0,0.0,0.0,Open,0.0,SymmetricalOrAlternating,Straight,1,Neutral,Neutral,,1,open_b,0
old,old,D_01_007,imrp,Curved,1.0,0.0,0.0,Open,1.0,OneHanded,Straight,0,Head,Chin,HeadAway,0,,0
perfect,perfect,D_01_008,i,Curved,0.0,,,Open,1.0,SymmetricalOrAlternating,Other,0,Neutral,Neutral,Neutral,1,f,0
well,well,D_01_009,imrp,FullyOpen,0.0,1.0,0.0,Open,0.0,SymmetricalOrAlternating,Curved,0,Neutral,Neutral,,0,5,0
stop,stop,D_01_010,imrp,FullyOpen,0.0,0.0,0.0,Open,0.0,AsymmetricalSameHandshape,BackAndForth,0,Hand,Palm,HandAway,1,open_b,0
motorcycle,motorcycle,D_01_011,imrp,FullyClosed,0.0,,0.0,Closed,1.0,AsymmetricalSameHandshape,,1,Neutral,Neutral,,0,s,1
finally,finally,D_01_012,i,FullyOpen,0.0,,,Closed,0.0,SymmetricalOrAlternating,Circular,0,Head,HeadAway,HeadAway,0,1,1
ego,ego,D_01_014,p,FullyOpen,0.0,,,Open,0.0,OneHanded,Curved,1,Body,TorsoTop,BodyAway,1,,0
wine,wine,D_01_015,p,Curved,0.0,,,Open,1.0,OneHanded,Circular,1,Head,CheekNose,CheekNose,0,,0
address,address,D_01_016,t,,,,,Open,,SymmetricalOrAlternating,Straight,0,Body,TorsoMid,TorsoTop,1,a,0
drown,drown,D_01_017,imrp,FullyClosed,0.0,,0.0,Closed,1.0,AsymmetricalDifferentHandshape,Z-shaped,0,Hand,HandAway,Palm,1,C,0
coins,coins,D_01_018,imrp,Flat,0.0,0.0,0.0,Open,1.0,AsymmetricalDifferentHandshape,Straight,0,Hand,Palm,,1,B,0
yellow,yellow,D_01_020,p,FullyOpen,0.0,,,Open,0.0,OneHanded,,1,Neutral,Neutral,,0,,1
name,name,D_01_021,im,FullyOpen,0.0,0.0,0.0,Closed,0.0,DominanceViolation,Straight,1,Hand,FingerRadial,,1,DominanceConditionViolation,0
business,business,D_01_022,imrp,FullyOpen,0.0,0.0,0.0,Closed,0.0,AsymmetricalSameHandshape,BackAndForth,0,Hand,FingerRadial,FingerRadial,1,closed_b,0
yesterday,yesterday,D_01_024,t,,,,,Open,,OneHanded,Curved,0,Head,Chin,CheekNose,1,,0
off_the_point,off_the_point,D_01_025,i,FullyClosed,1.0,,,Open,1.0,AsymmetricalDifferentHandshape,Straight,0,Hand,FingerTip,HandAway,1,1,0
movie,movie,D_01_026,imrp,FullyOpen,0.0,1.0,0.0,Open,0.0,AsymmetricalSameHandshape,Straight,1,Hand,Heel,,1,5,0
cheat_2,cheat_2,D_01_027,ip,FullyOpen,0.0,,,Closed,0.0,OneHanded,Straight,1,Arm,ForearmUlnar,ForearmUlnar,1,,0
saturday,saturday,D_01_028,imrp,FullyClosed,0.0,,0.0,Closed,1.0,OneHanded,Circular,1,Neutral,Neutral,Neutral,0,,0
gossip,gossip,D_01_029,i,Flat,1.0,,,Open,1.0,SymmetricalOrAlternating,Circular,1,Head,Mouth,HeadAway,0,g,0
small,small,D_01_030,imrp,Curved,0.0,0.0,0.0,Open,0.0,SymmetricalOrAlternating,Straight,1,Neutral,Neutral,Neutral,0,c,0
smile,smile,D_01_031,i,Flat,0.0,,,Closed,0.0,SymmetricalOrAlternating,Curved,0,Head,Mouth,HeadAway,1,flat_1,1
cake,cake,D_01_033,imrp,Curved,0.0,1.0,0.0,Open,0.0,AsymmetricalDifferentHandshape,Straight,0,Hand,Palm,HandAway,1,B,0
zipper,zipper,D_01_034,i,Bent,0.0,,,Open,1.0,DominanceViolation,Straight,1,Body,Waist,TorsoTop,0,DominanceConditionViolation,0
disappear,disappear,D_01_036,i,FullyOpen,1.0,,,Closed,0.0,AsymmetricalDifferentHandshape,Straight,0,Hand,Other,HandAway,1,5,0
juggle,juggle,D_01_037,imrp,FullyClosed,1.0,,1.0,Closed,1.0,SymmetricalOrAlternating,Circular,1,Neutral,Neutral,Neutral,0,s,0
long_line,long_line,D_01_038,imrp,FullyOpen,0.0,1.0,0.0,Closed,0.0,SymmetricalOrAlternating,Straight,0,Neutral,Neutral,Neutral,1,4,0
teeth,teeth,D_01_040,i,Bent,0.0,,,Closed,0.0,OneHanded,Curved,1,Head,HeadAway,HeadAway,0,,0
list,list,D_01_041,imrp,Flat,0.0,0.0,0.0,Open,0.0,AsymmetricalDifferentHandshape,Z-shaped,0,Hand,FingerFront,Palm,1,B,0
help,help,D_01_042,t,,,,,Open,,AsymmetricalDifferentHandshape,Straight,1,Hand,Palm,,1,B,0
chicago,chicago,D_01_043,imrp,Curved,0.0,0.0,0.0,Open,0.0,OneHanded,BackAndForth,0,Neutral,Neutral,Neutral,0,,0
not_yet,not_yet,D_01_044,imrp,FullyOpen,1.0,0.0,0.0,Open,0.0,OneHanded,,1,Neutral,Neutral,,0,,0
canoe,canoe,D_01_045,imrp,FullyClosed,0.0,,0.0,Closed,1.0,SymmetricalOrAlternating,Curved,0,Neutral,Neutral,Neutral,0,s,0
japan,japan,D_01_046,i,Flat,1.0,,,Open,1.0,SymmetricalOrAlternating,Straight,1,Neutral,Neutral,Neutral,1,g,0
thanksgiving,thanksgiving,D_01_047,im,Flat,0.0,0.0,0.0,Open,0.0,OneHanded,,0,Head,Mouth,,1,,0
paint,paint,D_01_048,imrp,FullyOpen,1.0,0.0,0.0,Open,0.0,AsymmetricalSameHandshape,Straight,1,Hand,FingerFront,Palm,1,open_b,0
penny,penny,D_01_049,i,Flat,0.0,,,Closed,0.0,OneHanded,Straight,0,Head,Forehead,HeadAway,1,,0
match,match,D_01_050,imrp,Bent,0.0,1.0,0.0,Open,0.0,SymmetricalOrAlternating,Straight,0,Neutral,Neutral,Neutral,1,spread_open_e,0
write,write,D_01_051,i,Bent,0.0,,,Open,1.0,AsymmetricalDifferentHandshape,Straight,1,Hand,Palm,HandAway,1,B,0
theater,theater,D_01_052,t,,,,,Open,,SymmetricalOrAlternating,Circular,1,Body,Clavicle,BodyAway,1,a,0
corkscrew,corkscrew,D_01_053,imrp,FullyClosed,0.0,,0.0,Closed,1.0,AsymmetricalSameHandshape,Straight,1,Hand,FingerRadial,HandAway,0,s,1
birthday,birthday,D_01_054,m,Flat,0.0,,,Open,0.0,OneHanded,,0,Head,Chin,,1,,0
boat,boat,D_01_055,imrp,FullyOpen,0.0,0.0,0.0,Open,0.0,SymmetricalOrAlternating,Curved,1,Neutral,Neutral,,1,open_b,0
zoom_off,zoom_off,D_01_057,i,FullyOpen,1.0,,,Open,1.0,AsymmetricalDifferentHandshape,Straight,0,Hand,FingerBack,HandAway,0,1,0
yeah,yeah,D_01_058,p,FullyOpen,0.0,,,Open,0.0,OneHanded,Straight,1,Neutral,Neutral,,0,,0
from,from,D_01_059,i,Bent,0.0,,,Closed,0.0,AsymmetricalDifferentHandshape,Curved,0,Hand,FingerBack,HandAway,1,1,0
promote,promote,D_01_061,imrp,Flat,0.0,0.0,0.0,Open,0.0,SymmetricalOrAlternating,Curved,0,Neutral,Neutral,Neutral,0,flat_b,0
iron,iron,D_01_063,t,,,,,Open,,AsymmetricalDifferentHandshape,Straight,1,Hand,Palm,FingerFront,1,B,0
copy,copy,D_01_064,imrp,Flat,0.0,1.0,1.0,Open,1.0,AsymmetricalDifferentHandshape,Straight,0,Hand,Palm,HandAway,1,B,0
why,why,D_01_067,imr,FullyOpen,1.0,0.0,0.0,Open,0.0,OneHanded,Straight,0,Head,Forehead,HeadAway,0,,0
crawl,crawl,D_01_068,im,Bent,0.0,1.0,0.0,Closed,0.0,AsymmetricalDifferentHandshape,Straight,1,Hand,Palm,FingerFront,0,B,0
break,break,D_01_069,imrp,FullyClosed,0.0,,0.0,Closed,1.0,SymmetricalOrAlternating,Curved,0,Neutral,Neutral,Neutral,1,s,1
easy,easy,D_01_070,imrp,FullyOpen,0.0,0.0,0.0,Open,0.0,AsymmetricalSameHandshape,Straight,1,Hand,FingerBack,HandAway,1,open_b,0
mascara,mascara,D_01_071,i,FullyOpen,0.0,,,Closed,0.0,OneHanded,,1,Head,Eye,HeadAway,0,,0
lobster,lobster,D_01_072,imrp,Curved,1.0,0.0,0.0,Open,1.0,SymmetricalOrAlternating,,1,Neutral,Neutral,,0,o,0
sail,sail,D_01_074,imrp,Curved,0.0,0.0,0.0,Open,1.0,OneHanded,Straight,0,Neutral,Neutral,Neutral,0,,0
point,point,D_01_075,i,Flat,0.0,,,Closed,0.0,AsymmetricalDifferentHandshape,BackAndForth,0,Hand,FingerTip,HandAway,1,1,0
introduce,introduce,D_01_076,imrp,Flat,0.0,0.0,0.0,Open,0.0,SymmetricalOrAlternating,Curved,0,Neutral,Neutral,Neutral,0,flat_b,1
later,later,D_01_077,i,FullyOpen,0.0,,,Open,0.0,OneHanded,Straight,0,Neutral,Neutral,Neutral,0,,0
lock,lock,D_01_078,imrp,FullyClosed,0.0,,0.0,Closed,1.0,AsymmetricalSameHandshape,Circular,0,Hand,HandAway,FingerRadial,1,s,1
duck,duck,D_01_079,im,Flat,1.0,0.0,0.0,Open,1.0,OneHanded,,1,Head,Mouth,,1,,0
translate,translate,D_01_080,i,FullyOpen,0.0,,,Closed,0.0,SymmetricalOrAlternating,,1,Neutral,Neutral,,1,1,1
husband,husband,D_01_082,imrp,Curved,0.0,0.0,0.0,Open,0.0,OneHanded,,0,Head,Forehead,,1,,0
tail,tail,D_01_083,i,Curved,0.0,,,Open,1.0,OneHanded,Z-shaped,0,Other,Other,OtherAway,0,,0
enough,enough,D_01_084,imrp,FullyOpen,0.0,0.0,0.0,Open,0.0,AsymmetricalDifferentHandshape,Straight,0,Hand,FingerRadial,HandAway,1,S,0
idea,idea,D_01_085,p,FullyOpen,0.0,,,Closed,0.0,OneHanded,Straight,0,Head,Forehead,HeadAway,1,,0
sweep,sweep,D_01_086,imrp,FullyOpen,0.0,0.0,0.0,Open,0.0,AsymmetricalSameHandshape,Curved,1,Hand,Palm,HandAway,1,open_b,0
owl,owl,D_01_087,imrp,Curved,0.0,0.0,0.0,Open,1.0,SymmetricalOrAlternating,,1,Head,Eye,,0,o,1
here,here,D_01_089,imrp,FullyOpen,0.0,0.0,0.0,Open,0.0,SymmetricalOrAlternating,Circular,1,Neutral,Neutral,Neutral,0,open_b,0
sympathy,pity,D_01_090,m,Flat,0.0,,,Open,0.0,SymmetricalOrAlternating,Curved,1,Neutral,Neutral,Neutral,0,open_8,0
shiny,shiny,D_01_091,m,Flat,0.0,,,Open,0.0,AsymmetricalDifferentHandshape,Straight,0,Hand,PalmBack,HandAway,1,C,1
cloud_2,cloud,D_01_092,imrp,Curved,0.0,1.0,0.0,Open,0.0,SymmetricalOrAlternating,Circular,1,Neutral,Neutral,Neutral,0,curved_5,0
february,february,D_01_093,i,Curved,,,,Open,1.0,OneHanded,,0,Neutral,Neutral,,0,,0
peg,peg,D_02_006,i,Flat,0.0,,,Open,0.0,SymmetryViolation,Z-shaped,0,Hand,FingerBack,HandAway,1,SymmetryViolation,0
loud,loud,D_02_007,i,FullyOpen,0.0,,,Closed,0.0,SymmetricalOrAlternating,,0,Head,Other,,1,1,0
lucky,lucky,D_02_008,m,Curved,0.0,,,Open,0.0,OneHanded,Straight,0,Head,Chin,HeadAway,1,,1
gold,gold,D_02_009,ip,FullyOpen,0.0,,,Open,0.0,OneHanded,,0,Head,CheekNose,,1,,0
pool,pool,D_02_010,i,Bent,0.0,,,Open,1.0,AsymmetricalDifferentHandshape,Straight,1,Neutral,Neutral,Neutral,0,DominanceConditionViolation,0
uncle,uncle,D_02_011,im,FullyOpen,,0.0,,Closed,0.0,OneHanded,Straight,1,Head,Forehead,,0,,0
thermometer,thermometer,D_02_012,i,FullyOpen,0.0,,,Closed,0.0,AsymmetricalSameHandshape,Straight,1,Hand,FingerRadial,FingerRadial,1,1,0
kiss,kiss,D_02_014,imrp,Flat,0.0,0.0,0.0,Open,1.0,OneHanded,Curved,0,Head,Chin,CheekNose,1,,0
forgetful,forgetful,D_02_017,imrp,FullyOpen,1.0,0.0,0.0,Open,0.0,OneHanded,Straight,1,Head,HeadAway,HeadAway,0,,0
meet,meet,D_02_018,i,FullyOpen,0.0,,,Closed,0.0,SymmetricalOrAlternating,Straight,0,Neutral,Neutral,Neutral,1,1,0
meat,meat,D_02_022,imrp,Flat,1.0,0.0,0.0,Open,0.0,AsymmetricalDifferentHandshape,,1,Hand,PalmBack,,1,B,0
screwdriver,screwdriver,D_02_023,im,FullyOpen,0.0,0.0,0.0,Closed,0.0,AsymmetricalDifferentHandshape,,1,Hand,Palm,,1,B,1
alone,alone,D_02_024,i,FullyOpen,0.0,,,Closed,0.0,OneHanded,Circular,0,Neutral,Neutral,Neutral,0,,1
lighter,lighter,D_02_025,t,,1.0,,,Open,,OneHanded,,1,Neutral,Neutral,,0,,0
bicycle,bicycle,D_02_026,imrp,FullyClosed,0.0,,0.0,Closed,1.0,SymmetricalOrAlternating,Circular,1,Neutral,Neutral,Neutral,0,s,0
ski,ski,D_02_027,i,Bent,0.0,,,Closed,0.0,SymmetricalOrAlternating,Straight,1,Neutral,Neutral,Neutral,0,bent_1,0
let_know,let_know,D_02_028,imrp,Curved,0.0,0.0,0.0,Open,1.0,SymmetricalOrAlternating,,0,Head,Forehead,,0,o,0
dive_1,dive,D_02_029,im,Flat,1.0,0.0,1.0,Closed,0.0,AsymmetricalDifferentHandshape,Curved,0,Hand,FingerBack,HandAway,1,DominanceConditionViolation,0
insurance,insurance,D_02_030,p,FullyOpen,0.0,,,Closed,0.0,OneHanded,Straight,1,Neutral,Neutral,Neutral,0,,0
sign_language,sign_language,D_02_031,i,FullyOpen,0.0,,,Closed,0.0,SymmetricalOrAlternating,Circular,0,Neutral,Neutral,Neutral,0,1,0
bank,bank,D_02_032,imrp,FullyOpen,,0.0,,Closed,0.0,OneHanded,BackAndForth,0,Neutral,Neutral,Neutral,0,,0
helmet,helmet,D_02_034,imrp,Curved,0.0,0.0,0.0,Open,0.0,SymmetricalOrAlternating,Curved,0,Head,HeadAway,HeadAway,0,c,0
confident,confident,D_02_035,imrp,Curved,1.0,1.0,1.0,Open,1.0,SymmetricalOrAlternating,Straight,0,Neutral,Neutral,Neutral,0,curved_5,0
dice,dice,D_02_036,imrp,FullyClosed,1.0,,0.0,Closed,1.0,OneHanded,Straight,1,Neutral,Neutral,Neutral,0,,0
metal,metal,D_02_037,i,Bent,0.0,,,Closed,0.0,OneHanded,Straight,1,Head,UnderChin,HeadAway,1,,0
forfeit,forfeit,D_02_038,i,Curved,0.0,,,Open,1.0,OneHanded,Curved,0,Neutral,Neutral,Neutral,0,,0
deny,deny,D_02_039,t,,,,,Open,,SymmetricalOrAlternating,Straight,1,Head,UnderChin,HeadAway,1,a,0
cocacola,cocacola,D_02_040,t,,1.0,,,Open,,OneHanded,,1,Arm,UpperArm,,1,,0
steak,steak,D_02_041,i,Flat,0.0,,,Open,0.0,AsymmetricalDifferentHandshape,,0,Hand,PalmBack,,1,B,0
helicopter,helicopter,D_02_042,imrp,FullyOpen,0.0,1.0,0.0,Open,0.0,AsymmetricalDifferentHandshape,Curved,1,Hand,FingerTip,,1,1,0
drill,drill,D_02_044,i,FullyOpen,0.0,,,Open,0.0,AsymmetricalDifferentHandshape,Straight,0,Hand,Other,,1,5,0
restaurant,restaurant,D_02_045,im,Crossed,0.0,0.0,0.0,Closed,0.0,OneHanded,Z-shaped,0,Head,Mouth,Mouth,1,,0
tired,tired,D_02_050,imrp,Curved,0.0,0.0,0.0,Open,0.0,SymmetricalOrAlternating,Curved,0,Body,Clavicle,,1,c,0
